_id,count,tweets
Omg puppies,2,"[{""content"":""RT @thejulielogan: Omg puppies everywhere #barksandbaristas https://t.co/0iQSI5Kmts""},{""content"":""Omg puppies everywhere #barksandbaristas https://t.co/0iQSI5Kmts""}]"
